fixture_id,surface_id,role_family,step_index,observation_shape,action_shape,action_steer,action_throttle,action_brake,action_finite,action_within_bounds,action_saturated,backend_status,terminated_by_backend,truncated_by_backend,diagnostic_wheel_force_count,state_x,state_y,state_psi,state_vx,state_vy,state_speed,state_yaw_rate,physical_steer,physical_throttle,physical_brake,policy_action
hf0_four_wheel_unavoidable_mitigation_fixture,source_only_four_wheel_hf0,unavoidable_mitigation,28,72,3,0.7200477719306946,-0.09736058115959167,0.0946417897939682,True,True,False,running,False,False,4,4.197000254718466,0.8434307528211172,0.297535949837802,6.902471711840818,0.9875944977381086,6.972765493312197,0.7787696647813382,0.7200477719306946,0.45131969451904297,0.5473209023475647,True
hf0_four_wheel_unavoidable_mitigation_fixture,source_only_four_wheel_hf0,unavoidable_mitigation,29,72,3,0.7364086508750916,-0.08513245731592178,0.09173757582902908,True,True,False,running,False,False,4,4.322524176544631,0.9038268406608607,0.313202629278614,6.8851788307640405,0.9989745426012392,6.957272286490348,0.7878156736660773,0.7364086508750916,0.4574337601661682,0.5458688139915466,True
hf0_four_wheel_unavoidable_mitigation_fixture,source_only_four_wheel_hf0,unavoidable_mitigation,30,72,3,0.7501269578933716,-0.07610049843788147,0.08857346326112747,True,True,False,running,False,False,4,4.446692731324483,0.9662921894743133,0.32904182109433766,6.868752488755469,1.0092824099178843,6.9425075970253065,0.7960287266437762,0.7501269578933716,0.46194976568222046,0.5442867279052734,True
hf0_four_wheel_unavoidable_mitigation_fixture,source_only_four_wheel_hf0,unavoidable_mitigation,31,72,3,0.7612914443016052,-0.0695875734090805,0.0853630006313324,True,True,False,running,False,False,4,4.5694831990440585,1.0308054632081995,0.34503767553348796,6.853064953310853,1.01863769195149,6.928356370869049,0.8034892359163094,0.7612914443016052,0.46520620584487915,0.5426815152168274,True
hf0_four_wheel_unavoidable_mitigation_fixture,source_only_four_wheel_hf0,unavoidable_mitigation,32,72,3,0.7703120708465576,-0.06513924151659012,0.08209948241710663,True,True,False,running,False,False,4,4.69087101157379,1.0973447556106293,0.3611759970911249,6.838009196778083,1.0271626990974634,6.914725806974477,0.8102821726379302,0.7703120708465576,0.46743038296699524,0.5410497188568115,True
hf0_four_wheel_unavoidable_mitigation_fixture,source_only_four_wheel_hf0,unavoidable_mitigation,33,72,3,0.7776895761489868,-0.062439676374197006,0.07871659845113754,True,True,False,running,False,False,4,4.8108300123709915,1.1658877870598274,0.3774442648779374,6.823492521964949,1.0349736058192633,6.901537550579154,0.8164900356842577,0.7776895761489868,0.46878015995025635,0.5393583178520203,True
hf0_four_wheel_unavoidable_mitigation_fixture,source_only_four_wheel_hf0,unavoidable_mitigation,34,72,3,0.7838745713233948,-0.06123323366045952,0.07517748326063156,True,True,False,running,False,False,4,4.929332648104039,1.2364119345533362,0.39383153714528063,6.809431967738151,1.0421749848749569,6.888722118241771,0.8221882740658336,0.7838745713233948,0.4693833887577057,0.5375887155532837,True
hf0_four_wheel_unavoidable_mitigation_fixture,source_only_four_wheel_hf0,unavoidable_mitigation,35,72,3,0.7892109155654907,-0.061282407492399216,0.07149654626846313,True,True,False,running,False,False,4,5.046350125905682,1.3088941547042665,0.4103282889251015,6.795751754700738,1.0488574562434252,6.876215810679271,0.8274431599985496,0.7892109155654907,0.46935880184173584,0.5357482433319092,True
hf0_four_wheel_unavoidable_mitigation_fixture,source_only_four_wheel_hf0,unavoidable_mitigation,36,72,3,0.7939358353614807,-0.062359873205423355,0.06772740930318832,True,True,False,running,False,False,4,5.161852562069325,1.3833108560150758,0.4269262251620611,6.782382256658418,1.0550975535512597,6.86395949310198,0.8323114553247005,0.7939358353614807,0.46882006525993347,0.5338637232780457,True
hf0_four_wheel_unavoidable_mitigation_fixture,source_only_four_wheel_hf0,unavoidable_mitigation,37,72,3,0.7982032895088196,-0.06425627321004868,0.06393993645906448,True,True,False,running,False,False,4,5.275809135564381,1.4596377614186014,0.44361809776124383,6.769259818773465,1.060958890695522,6.851898442169647,0.8368411321305034,0.7982032895088196,0.46787187457084656,0.5319699645042419,True
hf0_four_wheel_unavoidable_mitigation_fixture,source_only_four_wheel_hf0,unavoidable_mitigation,38,72,3,0.8021119832992554,-0.06678848713636398,0.060203272849321365,True,True,False,running,False,False,4,5.388188249197223,1.5378497851859356,0.460397541525572,6.756326848684671,1.0664938921652325,6.839982580992665,0.8410725404382501,0.8021119832992554,0.4666057527065277,0.5301016569137573,True
hf0_four_wheel_unavoidable_mitigation_fixture,source_only_four_wheel_hf0,unavoidable_mitigation,39,72,3,0.805726170539856,-0.06980258971452713,0.05657552555203438,True,True,False,running,False,False,4,5.498957695232033,1.6179209350544181,0.47725893435172884,6.743531893176444,1.0717456443343876,6.828166746677882,0.8450396673040568,0.805726170539856,0.46509870886802673,0.5282877683639526,True
hf0_four_wheel_unavoidable_mitigation_fixture,source_only_four_wheel_hf0,unavoidable_mitigation,40,72,3,0.8090894818305969,-0.07317246496677399,0.0531010702252388,True,True,False,running,False,False,4,5.608084820332458,1.6998242422066108,0.4941972816071101,6.730829574925665,1.0767496220079276,6.816410823533762,0.8487712972308901,0.8090894818305969,0.4634137749671936,0.5265505313873291,True
hf0_four_wheel_unavoidable_mitigation_fixture,source_only_four_wheel_hf0,unavoidable_mitigation,41,72,3,0.8122332096099854,-0.07679542154073715,0.04981091991066933,True,True,False,running,False,False,4,5.715536685033024,1.783531717275159,0.5112081220161302,6.718180388538264,1.081535186107105,6.804679719996223,0.8522920037687953,0.8122332096099854,0.4616023004055023,0.5249054431915283,True
hf0_four_wheel_unavoidable_mitigation_fixture,source_only_four_wheel_hf0,unavoidable_mitigation,42,72,3,0.8151804208755493,-0.08058855682611465,0.04672493785619736,True,True,False,running,False,False,4,5.821280214203344,1.8690143287598617,0.5282874516206829,6.705550383091031,1.0861268360319634,6.7929432092518685,0.8556229660555416,0.8151804208755493,0.4597057104110718,0.5233624577522278,True
hf0_four_wheel_unavoidable_mitigation_fixture,source_only_four_wheel_hf0,unavoidable_mitigation,43,72,3,0.8179489970207214,-0.0844835638999939,0.043854083865880966,True,True,False,running,False,False,4,5.925282336403519,1.9562419998305227,0.5454316624545763,6.69291078712015,1.090545222189488,6.781175686117384,0.8587826239111982,0.8179489970207214,0.45775821805000305,0.5219270586967468,True
hf0_four_wheel_unavoidable_mitigation_fixture,source_only_four_wheel_hf0,unavoidable_mitigation,44,72,3,0.8205527067184448,-0.08842512965202332,0.04120233282446861,True,True,False,running,False,False,4,6.0275101111115115,2.045183619747338,0.5626374929998142,6.680237595761431,1.0948079604167682,6.769355863449372,0.8617872011015885,0.8205527067184448,0.45578742027282715,0.5206011533737183,True
hf0_four_wheel_unavoidable_mitigation_fixture,source_only_four_wheel_hf0,unavoidable_mitigation,45,72,3,0.8230027556419373,-0.09236735105514526,0.03876865282654762,True,True,False,running,False,False,4,6.127930843529712,2.1358070665659024,0.5799019879732574,6.667511152481311,1.0989302686574087,6.757466441191855,0.864651115074727,0.8230027556419373,0.45381632447242737,0.5193843245506287,True
hf0_four_wheel_unavoidable_mitigation_fixture,source_only_four_wheel_hf0,unavoidable_mitigation,46,72,3,0.8253078460693359,-0.09627275168895721,0.0365477129817009,True,True,False,running,False,False,4,6.226512187268581,2.2280792384148773,0.5972224655040128,6.654715745707856,1.1029254732718328,6.745493774051234,0.8673873062177292,0.8253078460693359,0.4518636167049408,0.5182738304138184,True
hf0_four_wheel_unavoidable_mitigation_fixture,source_only_four_wheel_hf0,unavoidable_mitigation,47,72,3,0.8274757862091064,-0.1001109927892685,0.034531500190496445,True,True,False,running,False,False,4,6.323222235362541,2.321966090981754,0.6145964900896991,6.641839205020473,1.1068053917248835,6.733427522480528,0.870007486584372,0.8274757862091064,0.44994449615478516,0.5172657370567322,True
hf0_four_wheel_unavoidable_mitigation_fixture,source_only_four_wheel_hf0,unavoidable_mitigation,48,72,3,0.8295131325721741,-0.10385748744010925,0.03270963951945305,True,True,False,running,False,False,4,6.418029600285032,2.4174326792247673,0.6320218500294111,6.628872527507763,1.1105806312054287,6.721260322614786,0.8725223387503055,0.8295131325721741,0.4480712413787842,0.5163547992706299,True
hf0_four_wheel_unavoidable_mitigation_fixture,source_only_four_wheel_hf0,unavoidable_mitigation,49,72,3,0.8314260244369507,-0.10749296098947525,0.031070182099938393,True,True,False,running,False,False,4,6.510903483749586,2.514443201794804,0.6494965383585485,6.615809519469235,1.114260813199352,6.7089874614379355,0.8749416672216868,0.8314260244369507,0.4462535083293915,0.5155351161956787,True
hf0_four_wheel_unavoidable_mitigation_fixture,source_only_four_wheel_hf0,unavoidable_mitigation,50,72,3,0.8332198858261108,-0.11100304126739502,0.029600337147712708,True,True,False,running,False,False,4,6.601813737006999,2.6129610468486173,0.6670187364884149,6.602646456949964,1.1178547469594753,6.696606563833189,0.8772745175746369,0.8332198858261108,0.4444984793663025,0.5148001909255981,True
hf0_four_wheel_unavoidable_mitigation_fixture,source_only_four_wheel_hf0,unavoidable_mitigation,51,72,3,0.8349003791809082,-0.1143767461180687,0.028286665678024292,True,True,False,running,False,False,4,6.690730912460677,2.7129488381884084,0.6845867999135359,6.589381771286527,1.1213705521860902,6.6841172972258125,0.8795292641034207,0.8349003791809082,0.44281163811683655,0.5141433477401733,True
hf0_four_wheel_unavoidable_mitigation_fixture,source_only_four_wheel_hf0,unavoidable_mitigation,52,72,3,0.8364726305007935,-0.11760689318180084,0.027115492150187492,True,True,False,running,False,False,4,6.777626307420826,2.814368480924964,0.7021992455145002,6.576015757215115,1.1248157567320942,6.671521095352564,0.8817136818007586,0.8364726305007935,0.4411965608596802,0.5135577321052551,True
hf0_four_wheel_unavoidable_mitigation_fixture,source_only_four_wheel_hf0,unavoidable_mitigation,53,72,3,0.8379420042037964,-0.12068919837474823,0.02607344649732113,True,True,False,running,False,False,4,6.862472000721283,2.917181205993989,0.7198547400858124,6.562550296527745,1.1281973627841155,6.658820892909602,0.8838349969821636,0.8379420042037964,0.4396553933620453,0.5130367279052734,True
hf0_four_wheel_unavoidable_mitigation_fixture,source_only_four_wheel_hf0,unavoidable_mitigation,54,72,3,0.8393134474754333,-0.12362174689769745,0.02514743246138096,True,True,False,running,False,False,4,6.945240882978454,3.021347613047218,0.7375520898155209,6.5489886127283805,1.1315219005911052,6.646020889311386,0.8858999318261273,0.8393134474754333,0.4381891191005707,0.5125737190246582,True
hf0_four_wheel_unavoidable_mitigation_fixture,source_only_four_wheel_hf0,unavoidable_mitigation,55,72,3,0.8405922055244446,-0.1264045685529709,0.024324869737029076,True,True,False,running,False,False,4,7.025906681259988,3.126827711404481,0.7552902305198717,6.535335043958275,1.13479546264356,6.633126327669745,0.8879147354196,0.8405922055244446,0.43679770827293396,0.512162446975708,True
hf0_four_wheel_unavoidable_mitigation_fixture,source_only_four_wheel_hf0,unavoidable_mitigation,56,72,3,0.841783344745636,-0.1290394514799118,0.02359427697956562,True,True,False,running,False,False,4,7.104443978843269,3.233580958738479,0.7730682184275814,6.521594833587024,1.1380237282592958,6.620143289956053,0.8898852077603999,0.841783344745636,0.4354802668094635,0.5117971301078796,True
hf0_four_wheel_unavoidable_mitigation_fixture,source_only_four_wheel_hf0,unavoidable_mitigation,57,72,3,0.8428916931152344,-0.13152959942817688,0.022944394499063492,True,True,False,running,False,False,4,7.180828230724534,3.341566297434457,0.7908852214579765,6.507773951026604,1.1412119873916144,6.607078522147798,0.8918167251095516,0.8428916931152344,0.43423521518707275,0.511472225189209,True
hf0_four_wheel_unavoidable_mitigation_fixture,source_only_four_wheel_hf0,unavoidable_mitigation,58,72,3,0.8439220190048218,-0.13387919962406158,0.022365199401974678,True,True,False,running,False,False,4,7.255035775506999,3.450742188607232,0.8087405109330537,6.493878927412879,1.1443651552468375,6.593939272729176,0.8937142581139436,0.8439220190048218,0.4330604076385498,0.5111826062202454,True
hf0_four_wheel_unavoidable_mitigation_fixture,source_only_four_wheel_hf0,unavoidable_mitigation,59,72,3,0.8448792695999146,-0.1360933631658554,0.021847249940037727,True,True,False,running,False,False,4,7.327043844230838,3.5610666436859635,0.8266334536136406,6.479916708677259,1.147487781872376,6.580733147677477,0.8955823861431887,0.8448792695999146,0.4319533109664917,0.5109236240386963,True
hf0_four_wheel_unavoidable_mitigation_fixture,source_only_four_wheel_hf0,unavoidable_mitigation,60,72,3,0.8457676768302917,-0.13817791640758514,0.021382194012403488,True,True,False,running,False,False,4,7.39683056664999,3.672497253678776,0.844563504065338,6.465894531112051,1.1505840671969894,6.567467988742107,0.8974253159297231,0.8457676768302917,0.43091103434562683,0.5106911063194275,True
hf0_four_wheel_unavoidable_mitigation_fixture,source_only_four_wheel_hf0,unavoidable_mitigation,61,72,3,0.8465919494628906,-0.14013855159282684,0.020962273702025414,True,True,False,running,False,False,4,7.464374975485582,3.7849912162468367,0.8625301973267386,6.451819815612191,1.1536578654773304,6.554151768436846,0.8992468931661195,0.8465919494628906,0.429930716753006,0.5104811191558838,True
hf0_four_wheel_unavoidable_mitigation_fixture,source_only_four_wheel_hf0,unavoidable_mitigation,62,72,3,0.8473561406135559,-0.14198222756385803,0.020580627024173737,True,True,False,running,False,False,4,7.529657009030525,3.8985053606613707,0.880533141846892,6.437700068342506,1.1567126985020186,6.540792493025056,0.901050617946113,0.8473561406135559,0.4290089011192322,0.5102903246879578,True
hf0_four_wheel_unavoidable_mitigation_fixture,source_only_four_wheel_hf0,unavoidable_mitigation,63,72,3,0.8480642437934875,-0.14371512830257416,0.020231299102306366,True,True,False,running,False,False,4,7.592657512469405,4.012996170831543,0.8985720127137337,6.42354280680887,1.1597517631378274,6.52739812965375,0.902839658334428,0.8480642437934875,0.4281424283981323,0.5101156234741211,True
hf0_four_wheel_unavoidable_mitigation_fixture,source_only_four_wheel_hf0,unavoidable_mitigation,64,72,3,0.8487202525138855,-0.1453441083431244,0.019908659160137177,True,True,False,running,False,False,4,7.653358238294978,4.128419806563172,0.9166465451420109,6.409355490792335,1.1627779401538427,6.513976538602075,0.9046168628455717,0.8487202525138855,0.4273279309272766,0.5099543333053589,True
hf0_four_wheel_unavoidable_mitigation_fixture,source_only_four_wheel_hf0,unavoidable_mitigation,65,72,3,0.8493279218673706,-0.14687585830688477,0.019607989117503166,True,True,False,running,False,False,4,7.711741846061405,4.244732123160596,0.9347565282025476,6.395145465031526,1.1657938021734142,6.500535417032911,0.906384772109994,0.8493279218673706,0.4265620708465576,0.5098040103912354,True
hf0_four_wheel_unavoidable_mitigation_fixture,source_only_four_wheel_hf0,unavoidable_mitigation,66,72,3,0.8498905301094055,-0.14831675589084625,0.01932498812675476,True,True,False,running,False,False,4,7.767791901755453,4.361888689646948,0.9529017988313919,6.380919921962848,1.1688016265386383,6.487082263444925,0.9081456351361427,0.8498905301094055,0.42584162950515747,0.5096625089645386,True
hf0_four_wheel_unavoidable_mitigation_fixture,source_only_four_wheel_hf0,unavoidable_mitigation,67,72,3,0.850411593914032,-0.14967332780361176,0.019056076183915138,True,True,False,running,False,False,4,7.821492876989383,4.479844805729111,0.9710822360834134,6.366685859539468,1.1718034006883862,6.473624336021104,0.9099014176241615,0.850411593914032,0.4251633286476135,0.5095280408859253,True
hf0_four_wheel_unavoidable_mitigation_fixture,source_only_four_wheel_hf0,unavoidable_mitigation,68,72,3,0.8508942723274231,-0.1509517878293991,0.01879792846739292,True,True,False,running,False,False,4,7.872830148190081,4.598555517618292,0.9892977555970455,6.352450055794937,1.1748008322922878,6.460168628365961,0.9116538147055512,0.8508942723274231,0.42452409863471985,0.5093989372253418,True
hf0_four_wheel_unavoidable_mitigation_fixture,source_only_four_wheel_hf0,unavoidable_mitigation,69,72,3,0.8513414263725281,-0.15215812623500824,0.01854780688881874,True,True,False,running,False,False,4,7.921789995943532,4.717975632967894,1.0075483043077107,6.338219049750276,1.1777953594003558,6.446721851549229,0.9134042630910686,0.8513414263725281,0.4239209294319153,0.509273886680603,True
hf0_four_wheel_unavoidable_mitigation_fixture,source_only_four_wheel_hf0,unavoidable_mitigation,70,72,3,0.8517559766769409,-0.15329837799072266,0.018303282558918,True,True,False,running,False,False,4,7.968359604597504,4.838059735014759,1.0258338553689819,6.3239991217504885,1.1807881575993417,6.433290415100798,0.9151539497563431,0.8517559766769409,0.42335081100463867,0.5091516375541687,True
hf0_four_wheel_unavoidable_mitigation_fixture,source_only_four_wheel_hf0,unavoidable_mitigation,71,72,3,0.8521406650543213,-0.15437772870063782,0.01806221343576908,True,True,False,running,False,False,4,8.012527062273007,4.958762196095129,1.0441544032595889,6.309796289638635,1.1837801467891522,6.419880423549151,0.9169038217639578,0.8521406650543213,0.4228111505508423,0.5090311169624329,True
hf0_four_wheel_unavoidable_mitigation_fixture,source_only_four_wheel_hf0,unavoidable_mitigation,72,72,3,0.8524978756904602,-0.1554017812013626,0.017823053523898125,True,True,False,running,False,False,4,8.05428136134427,5.08003719068633,1.0625099590712286,6.295616297760785,1.1867719995762327,6.406497666245527,0.9186545946307187,0.8524978756904602,0.4222991168498993,0.5089115500450134,True
hf0_four_wheel_unavoidable_mitigation_fixture,source_only_four_wheel_hf0,unavoidable_mitigation,73,72,3,0.8528301119804382,-0.15637530386447906,0.017584210261702538,True,True,False,running,False,False,4,8.093612399452471,5.201838708090308,1.0809005459543446,6.281464619313857,1.1897641459806927,6.39314761965911,0.9204067596766093,0.8528301119804382,0.42181235551834106,0.5087921023368835,True
hf0_four_wheel_unavoidable_mitigation_fixture,source_only_four_wheel_hf0,unavoidable_mitigation,74,72,3,0.8531395196914673,-0.157303124666214,0.017344404011964798,True,True,False,running,False,False,4,8.130510981132035,5.324120564945296,1.099326194714954,6.2673464584179746,1.1927567806184898,6.379835449880797,0.922160591825619,0.8531395196914673,0.4213484525680542,0.5086721777915955,True
hf0_four_wheel_unavoidable_mitigation_fixture,source_only_four_wheel_hf0,unavoidable_mitigation,75,72,3,0.8534282445907593,-0.1581898331642151,0.017102492973208427,True,True,False,running,False,False,4,8.16496882005127,5.446836417653218,1.1177869395422337,6.253266753298733,1.1957498669121904,6.366566015689447,0.9239161548939243,0.8534282445907593,0.42090508341789246,0.5085512399673462,True
hf0_four_wheel_unavoidable_mitigation_fixture,source_only_four_wheel_hf0,unavoidable_mitigation,76,72,3,0.8536983132362366,-0.1590394824743271,0.016857905313372612,True,True,False,running,False,False,4,8.19697854193262,5.569939774800874,1.1362828138117407,6.2392301813188045,1.1987431375387188,6.35334387273943,0.9256733038756049,0.8536983132362366,0.42048025131225586,0.5084289312362671,True
hf0_four_wheel_unavoidable_mitigation_fixture,source_only_four_wheel_hf0,unavoidable_mitigation,77,72,3,0.853951632976532,-0.15985628962516785,0.01660984754562378,True,True,False,running,False,False,4,8.226533688164542,5.693384009681278,1.1548138459483712,6.225241164932809,1.2017360975871234,6.3401732791634275,0.9274316886439536,0.853951632976532,0.4200718402862549,0.5083049535751343,True
hf0_four_wheel_unavoidable_mitigation_fixture,source_only_four_wheel_hf0,unavoidable_mitigation,78,72,3,0.8541900515556335,-0.16064392030239105,0.0163577888160944,True,True,False,running,False,False,4,8.253628720115895,5.8171223730456845,1.1733800553426332,6.2113038817315145,1.2047280243605958,6.327058204560218,0.9291907555659814,0.8541900515556335,0.4196780323982239,0.5081788897514343,True
hf0_four_wheel_unavoidable_mitigation_fixture,source_only_four_wheel_hf0,unavoidable_mitigation,79,72,3,0.8544151186943054,-0.16140560805797577,0.016101280227303505,True,True,False,running,False,False,4,8.278259024187308,5.941108006269762,1.191981448313409,6.197422281495873,1.2077179686261428,6.314002346129115,0.9309497505092609,0.8544151186943054,0.4192971885204315,0.5080506205558777,True
hf0_four_wheel_unavoidable_mitigation_fixture,source_only_four_wheel_hf0,unavoidable_mitigation,80,72,3,0.8546285033226013,-0.16214509308338165,0.015840129926800728,True,True,False,running,False,False,4,8.300420917555279,6.06529395493261,1.210618014071798,6.183600087230298,1.2107047516047917,6.301009128255011,0.9327077160918386,0.8546285033226013,0.41892746090888977,0.5079200863838196,True
hf0_four_wheel_unavoidable_mitigation_fixture,source_only_four_wheel_hf0,unavoidable_mitigation,81,72,3,0.8548316955566406,-0.16286508738994598,0.015574254095554352,True,True,False,running,False,False,4,8.32011165462778,6.1896331828782,1.2292897206500228,6.169840812071165,1.2136869611958696,6.28808171750939,0.9344634908251358,0.8548316955566406,0.4185674488544464,0.5077871084213257,True
hf0_four_wheel_unavoidable_mitigation_fixture,source_only_four_wheel_hf0,unavoidable_mitigation,82,72,3,0.855026125907898,-0.16356854140758514,0.015303489752113819,True,True,False,running,False,False,4,8.337329434214416,6.314078586948166,1.2479965108038502,6.1561477705208985,1.216662948872719,6.275223032183724,0.9362157074055136,0.855026125907898,0.41821572184562683,0.5076517462730408,True
hf0_four_wheel_unavoidable_mitigation_fixture,source_only_four_wheel_hf0,unavoidable_mitigation,83,72,3,0.8552133440971375,-0.16425821185112,0.015027892775833607,True,True,False,running,False,False,4,8.352073407367195,6.438583012375017,1.266738297847484,6.1425240852955305,1.2196308225504167,6.262435746716345,0.9379627877330863,0.8552133440971375,0.4178708791732788,0.5075139403343201,True
hf0_four_wheel_unavoidable_mitigation_fixture,source_only_four_wheel_hf0,unavoidable_mitigation,84,72,3,0.8553944230079651,-0.16493633389472961,0.014747623354196548,True,True,False,running,False,False,4,8.364343685872212,6.563099268996614,1.2855149614319255,6.128972705629276,1.2225884436515173,6.249722308142889,0.939702942189178,0.8553944230079651,0.4175318479537964,0.5073738098144531,True
hf0_four_wheel_unavoidable_mitigation_fixture,source_only_four_wheel_hf0,unavoidable_mitigation,85,72,3,0.8555707335472107,-0.1656056046485901,0.014462673105299473,True,True,False,running,False,False,4,8.374141351321315,6.687580148365846,1.3043263432708072,6.115496411620949,1.225533421198127,6.237084938256196,0.941434165260602,0.8555707335472107,0.41719719767570496,0.5072313547134399,True
hf0_four_wheel_unavoidable_mitigation_fixture,source_only_four_wheel_hf0,unavoidable_mitigation,86,72,3,0.8557434678077698,-0.16626796126365662,0.014173404313623905,True,True,False,running,False,False,4,8.38146846472955,6.811978441771811,1.3231722427860522,6.102097825987745,1.2284631049238188,6.224525642816763,0.9431542318934039,0.8557434678077698,0.4168660044670105,0.5070866942405701,True
hf0_four_wheel_unavoidable_mitigation_fixture,source_only_four_wheel_hf0,unavoidable_mitigation,87,72,3,0.8559136986732483,-0.166925311088562,0.013880106620490551,True,True,False,running,False,False,4,8.386328076643297,6.936246959331838,1.342052412699659,6.088779425113981,1.2313745811109238,6.212046220586052,0.9448606958310682,0.8559136986732483,0.416537344455719,0.5069400668144226,True
hf0_four_wheel_unavoidable_mitigation_fixture,source_only_four_wheel_hf0,unavoidable_mitigation,88,72,3,0.8560826182365417,-0.16757996380329132,0.013583204708993435,True,True,False,running,False,False,4,8.388724237616112,7.060338550111006,1.3609665545775433,6.075543536784561,1.2342646680545795,6.1996482592299165,0.9465508866581295,0.8560826182365417,0.41621002554893494,0.5067915916442871,True
hf0_four_wheel_unavoidable_mitigation_fixture,source_only_four_wheel_hf0,unavoidable_mitigation,89,72,3,0.8562512993812561,-0.16823329031467438,0.013282888568937778,True,True,False,running,False,False,4,8.388662008961154,7.1842061233851675,1.379914314374576,6.062392354364349,1.237129915252745,6.187333148091234,0.948221912828682,0.8562512993812561,0.4158833622932434,0.5066414475440979,True
hf0_four_wheel_unavoidable_mitigation_fixture,source_only_four_wheel_hf0,unavoidable_mitigation,90,72,3,0.856420636177063,-0.16888687014579773,0.012979918159544468,True,True,False,running,False,False,4,8.386147473656726,7.3078026711623085,1.398895278029519,6.049327937875509,1.2399666037204289,6.175102078371104,0.9498706638540869,0.856420636177063,0.41555655002593994,0.5064899325370789,True
hf0_four_wheel_unavoidable_mitigation_fixture,source_only_four_wheel_hf0,unavoidable_mitigation,91,72,3,0.8565917015075684,-0.16954222321510315,0.012674692086875439,True,True,False,running,False,False,4,8.381187747230507,7.43108129189033,1.4179089671520604,6.036352213588706,1.2427707508289259,6.162956042810395,0.9514938174250892,0.8565917015075684,0.4152289032936096,0.5063373446464539,True
hf0_four_wheel_unavoidable_mitigation_fixture,source_only_four_wheel_hf0,unavoidable_mitigation,92,72,3,0.8567653298377991,-0.17020058631896973,0.012367661111056805,True,True,False,running,False,False,4,8.373790988423169,7.553995215427768,1.436954834906457,6.02346697648362,1.245538121255673,6.1508958394928,0.9530878520493403,0.8567653298377991,0.41489970684051514,0.5061838030815125,True
hf0_four_wheel_unavoidable_mitigation_fixture,source_only_four_wheel_hf0,unavoidable_mitigation,93,72,3,0.856942355632782,-0.17086340487003326,0.012059684842824936,True,True,False,running,False,False,4,8.363966409415656,7.676497829208522,1.45603226216326,6.010673878871703,1.2482642409063514,6.138922062811688,0.9546490614422323,0.856942355632782,0.41456830501556396,0.5060298442840576,True
hf0_four_wheel_unavoidable_mitigation_fixture,source_only_four_wheel_hf0,unavoidable_mitigation,94,72,3,0.8571236729621887,-0.17153123021125793,0.011751304380595684,True,True,False,running,False,False,4,8.351724285399637,7.798542705597313,1.4751405540316906,5.9979744307636045,1.2509444183747345,6.127035107615827,0.9561735782016805,0.8571236729621887,0.4142343997955322,0.5058756470680237,True
hf0_four_wheel_unavoidable_mitigation_fixture,source_only_four_wheel_hf0,unavoidable_mitigation,95,72,3,0.8573098182678223,-0.17220492660999298,0.011443156749010086,True,True,False,running,False,False,4,8.337075963191028,7.920083630480145,1.4942789369230312,5.985369993186309,1.2535737761103356,6.115235168616707,0.9576574034121523,0.8573098182678223,0.4138975441455841,0.5057215690612793,True
hf0_four_wheel_unavoidable_mitigation_fixture,source_only_four_wheel_hf0,unavoidable_mitigation,96,72,3,0.8575016260147095,-0.17288532853126526,0.011136112734675407,True,True,False,running,False,False,4,8.320033868583288,8.041074632831299,1.5134465562491592,5.972861756708336,1.256147286012581,6.10352222646119,0.9590964406973875,0.8575016260147095,0.41355735063552856,0.5055680274963379,True
hf0_four_wheel_unavoidable_mitigation_fixture,source_only_four_wheel_hf0,unavoidable_mitigation,97,72,3,0.8576995730400085,-0.17357288300991058,0.010830999352037907,True,True,False,running,False,False,4,8.300611512142314,8.161470015114817,1.53264247489556,5.960450728406375,1.2586598161270808,6.091896044622983,0.960486539589416,0.8576995730400085,0.4132135510444641,0.5054154992103577,True
hf0_four_wheel_unavoidable_mitigation_fixture,source_only_four_wheel_hf0,unavoidable_mitigation,98,72,3,0.8579039573669434,-0.17426756024360657,0.010528681799769402,True,True,False,running,False,False,4,8.278823493117445,8.281224384515609,1.5518656726283795,5.948137721495115,1.2611061850230312,6.080356170799244,0.9618235455296984,0.8579039573669434,0.4128662347793579,0.5052643418312073,True
hf0_four_wheel_unavoidable_mitigation_fixture,source_only_four_wheel_hf0,unavoidable_mitigation,99,72,3,0.8581152558326721,-0.17496941983699799,0.010229983367025852,True,True,False,running,False,False,4,8.254685501149613,8.400292684739982,1.5711150465639532,5.935923332399449,1.2634812242345212,6.068901928035857,0.9631033560959856,0.8581152558326721,0.4125152826309204,0.5051149725914001,True
